등록번호,대표자,상호,소재지,전화번호,구
41115-2019-00022,여영숙,다래공인중개사사무소,경기도 수원시 팔달구 장다리로 195 1층(인계동),031-226-4924,팔달구
가3678-1633,지미영,다리공인중개사사무소,경기도 수원시 팔달구 화양로35번길 15-1 (화서동),031-244-8875,팔달구
41115-2024-00018,김영수,다모아공인중개사사무소,"경기도 수원시 팔달구 효원로93번길 33 상가1동 106호(매교동, 힐스테이트푸르지오수원)",-5249,팔달구
41115-2015-00010,임정열,다성2공인중개사사무소,"경기도 수원시 팔달구 갓매산로 38 1층(매산로2가,다성빌딩)",031-246-4600,팔달구
41115-2015-00009,주은영,다성공인중개사사무소,"경기도 수원시 팔달구 갓매산로 38 ,1층(매산로2가,다성빌딩)",031-246-4600,팔달구
41115-2024-00045,강희철,다온부동산공인중개사사무소,"경기도 수원시 팔달구 효원로249번길 18-17 , 101호(인계동)",-10098,팔달구
41115-2017-00072,오영예,다올공인중개사사무소,경기도 수원시 팔달구 동말로78번길 26 1층  (화서동),031-241-4989,팔달구
41115-2021-00080,안우채,다올공인중개사사무소(합동),경기도 수원시 팔달구 동말로78번길 26 1층 1호(화서동),031-226-1000,팔달구
가3678-4411,정지원,다원공인중개사사무소,경기도 수원시 팔달구 팔달로 56 (고등동),031-258-1002,팔달구
41115-2025-00048,임은주,단지내114공인중개사사무소,"경기도 수원시 팔달구 정조로 651 1층, 127호(매교동, 매교상가)",031-222-3114,팔달구
41115-2022-00049,임현지,단지내더조은공인중개사사무소,경기도 수원시 팔달구 세지로 188,,팔달구
가3681-2177,정서희,단지내반석공인중개사사무소,경기도 수원시 팔달구 인계로 21 수원센트럴아이파크자이 근린생활시설-1 1층 111호(인계동),031-222-4411  -,팔달구
41115-2024-00049,이수진,단지내블루밍탑(241-2272)공인중개사사무소,"경기도 수원시 팔달구 화양로50번길 30 ,상가2동 101호 (화서동)",031-241-2272,팔달구
41115-2020-00127,한수현,단지내자이퀸공인중개사사무소,경기도 수원시 팔달구 고등로 15 수원역푸르지오자이 동문 단지내상가 15호,031-252-8566 -,팔달구
41115-2022-00125,김성례,단지내탑238-1114공인중개사사무소,"경기도 수원시 팔달구 효원로93번길 33 단지내상가1동107호(매교동,힐스테이트푸르지오수원)",031-238-1114,팔달구
41115-2017-00075,손영균,단지내플러스푸르지오SK공인중개사사무소,"경기도 수원시 팔달구 인계로 20 , 상가2동 102호 (매교동,푸르지오SK아파트)",031-213-9988,팔달구
41115-2022-00077,임미라,달빛(235-5555)공인중개사사무소,"경기도 수원시 팔달구 인계로 21 수원센트럴 아이파크자이 GATE1, 102동 정문상가106호(인계동)",031-235-5555 -,팔달구
41115-2022-00004,양신자,대륙공인중개사사무소,경기도 수원시 팔달구 향교로1번길 12,031-248-0390,팔달구
가3681-1574,임숙이,대림공인중개사사무소,경기도 수원시 팔달구 팔달문로163번길 21 (우만동),031-252-5157,팔달구
41115-2016-00065,김혜영,대림부동산공인중개사사무소,경기도 수원시 팔달구 팔달문로163번길 21 (우만동),031-252-5157,팔달구
가3681-2916,이면근,대명공인중개사사무소,경기도 수원시 팔달구 정조로709번길 71 (매교동),234-5900,팔달구
가3681-2408,김민정,대박공인중개사사무소,경기도 수원시 팔달구 팔달로127번길 3 (화서동),031-241-5544,팔달구
41115-2019-00138,박경애,대박공인중개사사무소,경기도 수원시 팔달구 고화로 16 (매산로3가),,팔달구
가3681-2066,오정숙,대박공인중개사사무소,경기도 수원시 팔달구 세지로 279 1층,031-223-0855,팔달구
41115-2017-00046,양정식,대박부동산공인중개사사무소,경기도 수원시 팔달구 경수대로446번길 56 (인계동),031-235-5456  031-239-2395,팔달구
41115-2018-00029,설점환,대성S공인중개사사무소,경기도 수원시 팔달구 고화로 107 1층(화서동),031-258-8954,팔달구
가3681-1658,김미란,대우공인중개사사무소,경기도 수원시 팔달구 권선로 477 제1상가105호(매산로2가),031-226-9696,팔달구
가3681-3222,오영창,대우마이홈공인중개사사무소,"경기도 수원시 팔달구 효원로292번길 50 ,115호 (인계동, 마이홈오피스텔)",031-898-5777 031-222-8923,팔달구
41115-2016-00053,이숙배,대우일등공인중개사사무소,경기도 수원시 팔달구 수성로101번길 20 꽃뫼양지마을(대우아파트)상가동 101호(화서동),031-241-8949,팔달구
가3681-2334,이태영,대원공인중개사사무소,경기도 수원시 팔달구 세지로174번길 43 (인계동),031-222-9991,팔달구
41115-2016-00058,윤은숙,대주공인중개사사무소,"경기도 수원시 팔달구 매산로130번길 15 102호(매교동,건영캐스빌아파트상가)",031-232-0080,팔달구
가3681-3060,김경희,대주파크빌공인중개사사무소,경기도 수원시 팔달구 향교로 52 103호(매산로2가),031-250-9988,팔달구
41115-2022-00078,이나경,대지공인중개사사무소,경기도 수원시 팔달구 세지로 170 1층 101호,-,팔달구
41115-2016-00051,권명섭,대청공인중개사사무소,경기도 수원시 팔달구 경수대로466번길 58 320호(인계동),-,팔달구
41115-2018-00056,이상현,대한공인중개사사무소,경기도 수원시 팔달구 팔달문로 72 1층(지동),031-207-4700,팔달구
41115-2023-00107,김준곤,대한중앙공인중개사사무소,"경기도 수원시 팔달구 팔달로 31 서영아너시티OWN, 102호",031-252-3606  -,팔달구
41115-2020-00057,엄경숙,더드림공인중개사사무소,경기도 수원시 팔달구 고등로 72 1층,031-245-3880,팔달구
41115-2024-00072,허성혁,더원부동산공인중개사사무소,"경기도 수원시 팔달구 중부대로207번길 13 , 2층(우만동)",-,팔달구
41115-2024-00037,전진원,더원부동산합동공인중개사사무소,경기도 수원시 팔달구 중부대로207번길 13 2층(우만동),-,팔달구
41115-2024-00035,이진우,더원합동공인중개사사무소,경기도 수원시 팔달구 중부대로207번길 13 2층(우만동),031-211-9397  -,팔달구
41115-2025-00005,이미나,더이음공인중개사사무소,"경기도 수원시 팔달구 화양로38번길 36 , 1층 101호 (화서동)",-,팔달구
41115-2020-00006,홍성조,도하공인중개사사무소,경기도 수원시 팔달구 세지로421번길 5,031-253-8558,팔달구
41115-2018-00094,김종화,동문힐단지내공인중개사사무소,"경기도 수원시 팔달구 중부대로220번길 10 지하1층 204호 (인계동, 동문굿모닝힐상가)",031-211-7114,팔달구
가3681-1954,표경순,동서공인중개사사무소,경기도 수원시 팔달구 세지로244번길 3 101호(인계동),312262500,팔달구
41115-2018-00026,문인숙,동수원공인중개사사무소,경기도 수원시 팔달구 경수대로 563 101호,031-225-3025 031-271-8888,팔달구
41115-2016-00092,한상유,동수원부동산중개주식회사,"경기도 수원시 팔달구 인계로 63 (인계동,중앙빌딩)",031-293-8686,팔달구
41115-2016-00093,정도상,동수원합동공인중개사사무소,"경기도 수원시 팔달구 인계로 63 (인계동,중앙빌딩)",031-234-7122,팔달구
나3681-177,정장수,동아부동산중개인사무소,경기도 수원시 팔달구 정조로758번길 5 4층 일부(팔달로3가),031-255-6667,팔달구
41115-2024-00044,이지상,동양파라곤공인중개사사무소,경기도 수원시 팔달구 권선로 751 103호(인계동),031-224-4200   -,팔달구
41115-2019-00091,장미숙,동인합동공인중개사사무소,경기도 수원시 팔달구 매산로 51 116호,031-250-9977,팔달구
41115-2019-00080,유종선,동행공인중개사사무소,경기도 수원시 팔달구 정조로 775-1 101호(팔달로3가),031-224-0645,팔달구
가3681-198,이동현,동화공인중개사사무소,경기도 수원시 팔달구 창룡대로 194 102호(우만동),031-247-8949,팔달구
41115-2024-00084,이종환,두꺼비공인중개사사무소,경기도 수원시 팔달구 월드컵로311번길 22 1층 일부 (우만동),031-247-0049 -,팔달구
41115-2023-00112,최광재,둥지부동산공인중개사사무소,"경기도 수원시 팔달구 정조로 651 제1동 160호(매교동,매교종합상가)",-,팔달구
41115-2023-00103,백은주,드라마시티공인중개사사무소,경기도 수원시 팔달구 경수대로466번길 52 107호(인계동),-,팔달구
41115-2019-00046,이준석,드림공인중개사사무소,경기도 수원시 팔달구 팔달문로 152-1 101호(우만동),031-211-0081,팔달구
41115-2023-00025,우정호,디자인공인중개사사무소,경기도 수원시 팔달구 정조로715번길 6 5호(매교동),031-223-3001 -,팔달구
41115-2022-00153,이익수,또또와공인중개사사무소,경기도 수원시 팔달구 정조로 902 (북수동),-  -,팔달구
가3681-2699,윤부순,뜨란채공인중개사사무소,경기도 수원시 팔달구 덕영대로697번길 47 102호(화서동),031-268-4989,팔달구
41115-2025-00028,고현실,뜰공인중개사사무소,"경기도 수원시 팔달구 효원로 278 , 파비오 더 씨타 6층 업무시설602호 일부 (인계동)",031-237-0691,팔달구
41115-2024-00096,남우윤,라인합동공인중개사사무소,"경기도 수원시 팔달구 아주로 17-23 , 1층 101호 (우만동)",031-547-9634  070-7587-0170  070-7587-0190  070-7587-0221  070-7587-0222,팔달구
41115-2019-00083,하명수,래미안OK공인중개사사무소,"경기도 수원시 팔달구 권광로 246 상가동 103호 (인계동, 래미안노블클래스)",215-9944,팔달구
41115-2025-00049,이경희,래미안OK합동공인중개사사무소,"경기도 수원시 팔달구 권광로 246 상가동 103호 (인계동, 래미안 노블클래스)",031-295-0100,팔달구
41115-2017-00055,심은선,래미안닥터공인중개사사무소,경기도 수원시 팔달구 권광로 246 단지내상가 104호,,팔달구
가3629-34,이찬용,래미안동부공인중개사사무소,경기도 수원시 팔달구 권광로 246 101호(인계동),031-214-8989,팔달구
가3681-318,최병삼,래미안인계공인중개사사무소,경기도 수원시 팔달구 권광로 246 108호(인계동),031-211-4989,팔달구
41115-2023-00045,황순영,랜드탑부동산공인중개사사무소,경기도 수원시 팔달구 정조로 651 매교상가 제1동 104호(매교동),-,팔달구
41115-2023-00094,임수지,레몬공인중개사사무소,경기도 수원시 팔달구 고등로 32 SJ타워 124호(고등동),031-244-2600  -  -,팔달구
41115-2024-00020,김법환,로또공인중개사사무소,"경기도 수원시 팔달구 갓매산로 23 , 101호(매산로2가)",031-308-1559   -,팔달구
41115-2023-00106,최성진,로얄(031-225-4924)공인중개사사무소,경기도 수원시 팔달구 정조로 651 매교상가 108호,031-225-4924  -,팔달구
41115-2024-00022,조용재,로얄공인중개사사무소,"경기도 수원시 팔달구 효원로292번길 61 , 201호 일부(인계동)",-   031-548-2730 031-548-2783 031-548-2686 031-548-2687 031-895-6271,팔달구
41115-2022-00088,김민섭,로컬부동산공인중개사사무소,경기도 수원시 팔달구 인계로 104 2층 (재정빌딩),031-898-8103  5   031-898-8108  10  031-898-8176  -,팔달구
가3609-4665,김영애,롯데공인중개사사무소,경기도 수원시 팔달구 고화로31번길 21 (고등동),031-257-8228,팔달구
41115-2025-00045,윤동환,루체스타(031-244-9888)공인중개사사무소,"경기도 수원시 팔달구 갓매산로76번길 10 , 루체스타 1층 103호 (고등동)",031-244-9888 -,팔달구
가3681-2994,오순심,르네상스공인중개사사무소,경기도 수원시 팔달구 권선로 731 102호(인계동),031-222-2395,팔달구
41115-2024-00093,김우석,리아체공인중개사사무소,경기도 수원시 팔달구 경수대로507번길 12-7 하이츠하임 2층 202호 (인계동),031-243-3127,팔달구
41115-2024-00092,홍미진,리아체부동산공인중개사사무소,경기도 수원시 팔달구 경수대로507번길 12-7 하이츠하임 2층 202호 일부 (인계동),-,팔달구
41115-2025-00017,김정환,리아체합동공인중개사사무소,경기도 수원시 팔달구 경수대로507번길 12-7 하이츠하임 지상2층 202호 (인계동),-,팔달구
41115-2020-00031,박은희,리치아이파크자이공인중개사사무소,"경기도 수원시 팔달구 인계로 21 ,(팔달10구역주택)제4상가동 106호 (인계동, 수원센트럴아이파크자이)",031-233-1770 -,팔달구
41115-2022-00072,최철규,린공인중개사사무소,"경기도 수원시 팔달구 갓매산로 64 , 1층 일부 (고등동)",031-251-6163,팔달구
가3682-1548,김우기,마니공인중개사사무소,경기도 수원시 팔달구 효원로235번길 53 (인계동),031-267-0025,팔달구
가3678-1533,서순용,마커공인중개사사무소,경기도 수원시 팔달구 화양로 23 (화서동),031-254-7272,팔달구
41115-2021-00151,김대영,만복공인중개사사무소,경기도 수원시 팔달구 향교로 17 3층,031-244-5845,팔달구
41115-2024-00090,지운호,말콤엘리시아공인중개사사무소,"경기도 수원시 팔달구 경수대로466번길 33 , ELYSIA 1층 103호 (인계동)",031-307-3800,팔달구
41115-2021-00105,임미영,매교별공인중개사사무소,경기도 수원시 팔달구 정조로 651 매교종합상가 제1동 132호(매교상가),031-222-3330  -,팔달구
41115-2020-00035,신아현,매교역SK공인중개사사무소,경기도 수원시 팔달구 세지로174번길 4 (인계동),312240114,팔달구
41115-2022-00060,김인경,매교역다온퀸부동산공인중개사사무소,"경기도 수원시 팔달구 세지로174번길 4 , 1층 일부 (인계동)",312260007,팔달구
41115-2022-00109,김해란,매교역다온퀸합동공인중개사사무소,"경기도 수원시 팔달구 정조로 651 135호(매교동, 매교종합상가)",312260027,팔달구
41115-2022-00042,임석호,매교역대박공인중개사사무소,경기도 수원시 팔달구 세지로174번길 8-3 101호,031-238-3700,팔달구
41115-2022-00124,주영실,매교역명품공인중개사사무소,경기도 수원시 팔달구 효원로93번길 34 2동109-2호,031-232-0999,팔달구
41115-2019-00123,김민숙,매교역믿음공인중개사사무소,경기도 수원시 팔달구 세지로198번길 1,312398400,팔달구
41115-2025-00023,임영남,매교역센텀부동산공인중개사사무소,경기도 수원시 팔달구 정조로 651 1층 131호(매교동),312368880,팔달구
41115-2022-00139,우윤숙,매교역우리공인중개사사무소,"경기도 수원시 팔달구 효원로93번길 33 , 상가2동 지1층  209호일부(매교동)",031-234-8943  -,팔달구
41115-2018-00031,이혁재,매교역웰컴공인중개사사무소,경기도 수원시 팔달구 정조로709번길 6 2호,031-223-8200,팔달구
가3681-3205,강희숙,매교역유명한공인중개사사무소,경기도 수원시 팔달구 인계로 20 상가 1동 106호,031-236-0117,팔달구
41115-2022-00147,윤희경,매교역이룸공인중개사사무소,경기도 수원시 팔달구 정조로709번길 58,031-232-2202 -,팔달구
41115-2024-00073,안경미,매교역청담공인중개사사무소,"경기도 수원시 팔달구 세지로174번길 4 , 1층일부(인계동)",031-222-6252,팔달구
41115-2025-00030,진사영,매교역팰루시드행복공인중개사사무소,"경기도 수원시 팔달구 정조로 651 , 1층 110호 (매교동)",-,팔달구
가3681-3172,이윤숙,매교역푸르지오SK뷰국토부동산공인중개사사무소,경기도 수원시 팔달구 인계로 20 B120호(매교역푸르지오SK뷰단지내상가),031-221-2904  -,팔달구
41115-2017-00053,정연학,매교역푸르지오SK뷰럭키부동산공인중개사사무소,경기도 수원시 팔달구 인계로 20 근린2상가 103호,031-297-3377,팔달구
41115-2022-00131,백경수,매교큰부자(226-8500)공인중개사사무소,경기도 수원시 팔달구 효원로93번길 33 힐스테이트푸르지오수원 상가2동 지1층 204호,031-226-8500,팔달구
41115-2022-00064,이은정,매교황금알공인중개사사무소,경기도 수원시 팔달구 정조로 651 1동 122호(매교동),-,팔달구
가3681-3076,이정용,매산공인중개사사무소,경기도 수원시 팔달구 덕영대로943번길 36 (매산로2가),031-251-9900,팔달구
가3681-3169,구본관,맥공인중개사사무소,경기도 수원시 팔달구 장다리로 276 302호(인계동),031-252-0049 252-0048 252-0046 238-0042,팔달구
41115-2015-00077,노남두,명품공인중개사사무소,"경기도 수원시 팔달구 덕영대로 913 , 지하층",-9274,팔달구
가3681-2611,이미영,모든공인중개사사무소,경기도 수원시 팔달구 팔달로 99 (화서동),031-241-9991,팔달구
41115-2019-00117,서대현,모아공인중개사사무소,"경기도 수원시 팔달구 중부대로239번길 21-10 , 101호 (우만동)",318956170,팔달구
41115-2024-00085,모아름,모아부동산공인중개사사무소,"경기도 수원시 팔달구 권광로290번길 18-4 , 상가동 103호",-,팔달구
41115-2018-00091,이세민,모아합동공인중개사사무소,경기도 수원시 팔달구 중부대로239번길 21-10 101호,031-890-0310,팔달구
가3681-3366,김영란,무지개공인중개사사무소,경기도 수원시 팔달구 정조로631번길 2 1층(매교동),031-225-8824,팔달구
41115-2022-00112,임현주,문화공인중개사사무소,"경기도 수원시 팔달구 정조로 659 , 단지내상가 6호(매교동,문화맨션)",,팔달구
가3681-2204,최혜경,미래공인중개사사무소,경기도 수원시 팔달구 월드컵로381번길 42 (우만동),031-258-8945,팔달구
가3682-732,김화옥,미래공인중개사사무소,"경기도 수원시 팔달구 권광로 246 ,111호(인계동,래미안노블클래스상가동)",031-216-4882 031-216-4883,팔달구
가3681-2810,윤선애,미래로공인중개사사무소,경기도 수원시 팔달구 중부대로143번길 69 106호(우만동),031-216-9800,팔달구
가3681-2526,곽상윤,미래법률경매정보 부동산중개법인,경기도 수원시 팔달구 팔달로 157 (화서동),031-891-3300,팔달구
가3681-2500,허선애,미래선경공인중개사사무소,경기도 수원시 팔달구 권광로317번길 15 선경상가 106호,031-214-6622,팔달구
41115-2020-00072,이경희,미래합동공인중개사사무소,경기도 수원시 팔달구 권광로 246 상가 111호,-,팔달구
41115-2025-00032,백미경,미루공인중개사사무소,"경기도 수원시 팔달구 권광로196번길 17-9 , 인계미루아파트 1층 103호 (인계동)",031-224-3350,팔달구
가3681-2797,안정현,미소공인중개사사무소,경기도 수원시 팔달구 중부대로183번길 27 (우만동),031-216-7171,팔달구
41115-2019-00053,주영돈,미소합동공인중개사사무소,경기도 수원시 팔달구 동말로4번길 9-5 101호(화서동),031-257-8184,팔달구
41115-2020-00039,안지현,미스터홈즈부동산중개수원시청센터,경기도 수원시 팔달구 인계로94번길 39-22 202호(인계동),031-225-8885,팔달구
41115-2023-00067,김소현,미스터홈즈부동산중개수원화서센터,경기도 수원시 팔달구 화양로 34 신우상가101호(화서동),,팔달구
41115-2022-00101,이연숙,믿음(월드정문)공인중개사사무소,"경기도 수원시 팔달구 권광로 373 정문상가106호(우만동,월드메르디앙)",031-215-4004,팔달구
가3681-1865,박광수,박광수공인중개사사무소,경기도 수원시 팔달구 중부대로223번길 65 (우만동),031-213-9400,팔달구
41115-2024-00070,박노홍,박노홍공인중개사사무소,"경기도 수원시 팔달구 덕영대로697번길 70 , 508호(화서동)",-,팔달구
41115-2020-00081,엄정환,박스부동산공인중개사사무소,경기도 수원시 팔달구 권광로187번길 10-3 6층,03118002075  03118002074  03118002135,팔달구
41115-2019-00058,백동수,백년공인중개사사무소,경기도 수원시 팔달구 매산로52번길 5,031-257-4420,팔달구
가3681-3176,장동명,벨로시티공인중개사사무소,경기도 수원시 팔달구 권선로 739 107호,031-239-0081 -,팔달구
가3681-1877,김명현,벽산공인중개사사무소,경기도 수원시 팔달구 팔달로165번길 39 B03호(화서동),031-254-4400,팔달구
가3681-3276,전명해,벽산블루밍공인중개사사무소,경기도 수원시 팔달구 화양로50번길 30 상가2동102호(화서동),031-271-0044,팔달구
41115-2021-00077,어민규,별부동산공인중개사사무소,경기도 수원시 팔달구 팔달로 41 수원역 서영더엘 1층 113호 (고등동),-,팔달구
나3678-249,노숙자,보람부동산중개인사무소,경기도 수원시 팔달구 화양로24번길 19 (화서동),031-246-1900,팔달구
41115-2025-00010,김현우,복덕방공인중개사사무소,"경기도 수원시 팔달구 경수대로466번길 20 , 5층 일부 (인계동)",-,팔달구
41115-2025-00011,한기준,복덕방합동공인중개사사무소,"경기도 수원시 팔달구 경수대로466번길 20 , 5층 일부 (인계동)",-,팔달구
41115-2025-00038,이경신,본공인중개사사무소,"경기도 수원시 팔달구 창룡대로41번길 4 , 2층 (매향동)",-  031-258-8988  070-4130-3670  070-4130-3671  070-4130-3672  070-4130-3673  070-4130-3674,팔달구
41115-2023-00031,이창석,부동산114공인중개사사무소,경기도 수원시 팔달구 경수대로428번길 29 102호(인계동),031-239-9114,팔달구
41115-2020-00133,유종선,부동산119공인중개사사무소,경기도 수원시 팔달구 갓매산로71번길 20 MJ스톤타워 B102호,-,팔달구
41115-2015-00067,조성호,부동산가이드공인중개사사무소,경기도 수원시 팔달구 중부대로223번길 20-3 (우만동),031-211-3466,팔달구
가3678-1215,나영택,부동산가이드공인중개사사무소,경기도 수원시 팔달구 동말로 69 (화서동),031-244-5600,팔달구
가3681-1998,박진숙,부동산갤러리공인중개사사무소,경기도 수원시 팔달구 장다리로271번길 3 (인계동),312671700,팔달구
가3681-3263,최기명,부동산나라공인중개사사무소,경기도 수원시 팔달구 세지로 440 (우만동),031-246-7779,팔달구
41115-2017-00020,김미순,부동산랜드공인중개사사무소,경기도 수원시 팔달구 중부대로 30 (인계동),031-223-6900,팔달구
가3681-2224,노박선,부동산랜드공인중개사사무소,경기도 수원시 팔달구 중부대로223번길 66 103호(우만동),031-213-6789,팔달구
41115-2020-00101,박경옥,부동산랜드꽃뫼진흥공인중개사사무소,"경기도 수원시 팔달구 화산로 57 상가 102호 ,103호",031-227-3300,팔달구
가3681-3149,허길순,부동산랜드화서역점공인중개사사무소,"경기도 수원시 팔달구 덕영대로697번길 16 ,105호(화서동,화서주공상가)",031-257-5200,팔달구
41115-2016-00007,전미성,부동산마을공인중개사사무소,경기도 수원시 팔달구 동말로25번길 84-2 (화서동),031-245-0114,팔달구
26350-2020-00144-001,박계준,부동산중개법인대한중앙주식회사분사무소,"경기도 수원시 팔달구 팔달로 31 , 102호(고등동)",031-647-3219  031-647-3272,팔달구
41115-2018-00014,이지영,부동산중개법인송악 주식회사,"경기도 수원시 팔달구 권광로142번길 43-6 101호(인계동,송악화이트빌)",031-8019-9898,팔달구
가3681-2923,김주영,부동산파트너공인중개사사무소,경기도 수원시 팔달구 장다리로 215 서림빌딩 101호(인계동),031-224-5757,팔달구
41115-2023-00125,이진태,부동산파트너합동공인중개사사무소,"경기도 수원시 팔달구 장다리로 215 , 101호(인계동, 서림빌딩)",0312245757  -  -,팔달구
41115-2018-00072,이종실,부자부동산공인중개사사무소,"경기도 수원시 팔달구 권선로 731 105-1호(인계동,삼부르네상스오피스텔)",031-224-9998,팔달구
가3681-1873,김공자,브리시엘.풍림공인중개사사무소,경기도 수원시 팔달구 수성로157번길 75 상가2호,,팔달구
가3681-3230,박점숙,블루밍뉴월드공인중개사사무소,"경기도 수원시 팔달구 화양로50번길 30 101호(화서동, 블루밍푸른숲아파트제3상가)",031-253-9114,팔달구
41115-2025-00021,오병남,블루밍미래공인중개사사무소,경기도 수원시 팔달구 화양로50번길 30 화서역블루밍푸른숲아파트 상가2동 1층 105호(화서동),312530112,팔달구
가3681-2763,황송란,블루밍벽산타운공인중개사사무소,경기도 수원시 팔달구 동말로47번길 78 경일상가106호 (화서동),247-1800,팔달구
41115-2021-00137,김천호,비바공인중개사사무소,경기도 수원시 팔달구 효원로307번길 47 3층 301-2호,031-233-7811,팔달구
가3681-2924,김현철,비전공인중개사사무소,경기도 수원시 팔달구 덕영대로 923-10 104호(매산로1가),031-245-7114,팔달구
41115-2016-00049,김재용,빅공인중개사사무소,경기도 수원시 팔달구 중부대로 121 (지동),031-252-6700,팔달구
41115-2024-00014,성승희,빈센트공인중개사사무소,"경기도 수원시 팔달구 경수대로565번길 40 ,1층(인계동)",312229000,팔달구
41115-2022-00149,윤태원,사랑공인중개사사무소,경기도 수원시 팔달구 덕영대로697번길 7,- 031-243-5189  031-245-5189,팔달구
가3681-418,김재귀,산강공인중개사사무소,경기도 수원시 팔달구 화서문로 24 (신풍동),031-254-3897,팔달구
41115-2019-00078,박형석,산하공인중개사사무소,경기도 수원시 팔달구 고화로51번길 26 102호(고등동),312522802,팔달구
가3681-3207,이재황,삼성공인중개사사무소,경기도 수원시 팔달구 팔달문로96번길 3-2,031-251-1213,팔달구
가3681-1260,최병진,삼성래미안공인중개사사무소,"경기도 수원시 팔달구 권광로 243 105호,106호(인계동)",031-212-8080,팔달구
41115-2020-00025,김재원,상업공인중개사사무소,경기도 수원시 팔달구 효원로265번길 36 (인계동),312359000,팔달구
41115-2015-00048,정경하,새마을아이파크자이단지내공인중개사사무소,경기도 수원시 팔달구 인계로 21 수원센트럴 아이파크자이 근린생활시설-1 1층 110호 (인계동),031-222-1489  -,팔달구
가3681-2182,이해동,새마을합동아이파크자이공인중개사사무소,경기도 수원시 팔달구 인계로 21 제1상가동 1층 110-2호,,팔달구
41115-2020-00038,김준현,샤르망공인중개사사무소,경기도 수원시 팔달구 인계로166번길 48-21 119호(인계동 샤르망오피스텔),312350081,팔달구
41115-2020-00003,김서연,서연공인중개사사무소,경기도 수원시 팔달구 창룡대로 26 (남수동),312420800,팔달구
가3681-2732,최영환,서영해창공인중개사사무소,경기도 수원시 팔달구 팔달로 41 115호(고등동),031-246-3800  -,팔달구
가3681-2473,박영선,서호공인중개사사무소,경기도 수원시 팔달구 인계로 72 (인계동),031-222-3111,팔달구
41115-2020-00082,김진순,선경공인중개사사무소,"경기도 수원시 팔달구 권광로317번길 15 상가 103호(인계동, 선경3차아파트)",312175700,팔달구
41115-2017-00071,홍종란,성원공인중개사사무소,"경기도 수원시 팔달구 장안로5번길 45 101호(화서동,성원상떼빌 상가동)",031-255-0233,팔달구
41115-2017-00021,구신자,성호공인중개사사무소,경기도 수원시 팔달구 매산로 141-1 (교동),031-244-4500,팔달구
41115-2022-00093,배지원,세종공인중개사사무소,경기도 수원시 팔달구 권광로276번길 4 선우빌딩102호(인계동),031-215-9898,팔달구
41115-2019-00096,박정일,세주공인중개사사무소,경기도 수원시 팔달구 인계로124번길 27-10 엘리시아IT타워1209호(인계동),-,팔달구
가3681-2015,최희영,세진공인중개사사무소,"경기도 수원시 팔달구 덕영대로 899 ,106호(매산로1가,세진브론즈빌)",031-248-0050,팔달구
41115-2022-00043,김태희,센스공인중개사사무소,경기도 수원시 팔달구 효원로249번길 18-1 중문빌딩 401호,-,팔달구
41115-2024-00039,윤동욱,센트럴부동산중개법인 주식회사,"경기도 수원시 팔달구 매산로 56 3층 일부(매산로2가, 대성빌딩)",-922,팔달구
41115-2021-00122,장은희,소유부동산공인중개사사무소,경기도 수원시 팔달구 효원로265번길 20 5층 501호(인계동),031-222-7888   031-222-8788 - -,팔달구
41115-2023-00060,김진철,소유부동산합동공인중개사사무소,"경기도 수원시 팔달구 효원로265번길 20 ,5층(인계동)",-5857,팔달구
41115-2021-00115,박도윤,솔로몬공인중개사사무소,경기도 수원시 팔달구 경수대로 584 제1층 상가 신동아파스텔 1동 103-1호(인계동),031-239-1363,팔달구
나3681-91,정옥선,송은부동산중개인영업소,경기도 수원시 팔달구 창룡대로 73 (매향동),031 255-2751,팔달구
가3678-1812,오길선,수성공인중개사사무소,경기도 수원시 팔달구 화양로 24,031-268-9334  031-255-9966,팔달구
가3681-3016,조재현,수원공인중개사사무소,경기도 수원시 팔달구 매산로 4,031-2353-1110,팔달구
41115-2024-00055,김태윤,수원다나와공인중개사사무소,"경기도 수원시 팔달구 효원로235번길 46-2 , 202호(인계동)",-,팔달구
41115-2025-00026,박경심,수원매교정석부동산공인중개사사무소,"경기도 수원시 팔달구 정조로 651 , 1층 109호 (매교동)",-,팔달구
41115-2025-00052,조서윤,수원방다나와공인중개사사무소,경기도 수원시 팔달구 효원로235번길 46-2 2층 202호,031-222-5960  031-222-5961  031-222-5962  031-222-5963  031-222-5964  031-222-5987  031-222-5988  031-898-7597  031-898-7598  031-898-7599,팔달구
41115-2023-00017,최민영,수원방다나와합동공인중개사사무소,경기도 수원시 팔달구 효원로235번길 46-2 2층 202호,,팔달구
41115-2017-00054,조병일,수원부동산중개,경기도 수원시 팔달구 경수대로428번길 25 1층 102호(인계동),031-222-7772,팔달구
41115-2024-00059,여승호,수원상가전문부동산공인중개사사무소,"경기도 수원시 팔달구 인계로124번길 27-10 509호(인계동, 엘리시아IT타워)",-,팔달구
가3681-2503,이정란,수원성부동산공인중개사사무소,경기도 수원시 팔달구 창룡대로 74 (남수동),031-257-0114,팔달구
41115-2024-00083,주근숙,수원성중흥 참조은부동산공인중개사사무소,경기도 수원시 팔달구 세지로 300 1층 일부 (지동),031-212-2400 -,팔달구
41115-2023-00072,박미선,수원성중흥공인중개사사무소,경기도 수원시 팔달구 세지로 296 1층(지동),-,팔달구
